,Bintje_1,Bintje_2,Maris_Piper,Experimental,GMO1,GMO2
9338,0,1,0,1,1,1
9339,1,1,1,1,1,1
9340,1,1,1,1,1,1
9341,1,1,1,1,1,1
9342,1,1,1,1,1,1
9343,0,0,0,0,0,0
9344,1,1,1,1,1,1
9345,1,1,1,1,1,1
9346,0,0,0,1,1,1
9347,1,1,1,1,1,1
9348,1,1,1,1,1,1
9349,0,0,0,0,0,0
9350,0,0,0,0,0,0
9351,0,0,0,0,0,0
9352,0,0,0,0,0,0
9353,1,1,1,1,1,1
9354,0,0,0,0,0,0
9355,1,1,0,1,1,1
9356,1,1,1,1,1,1
9357,1,1,1,1,1,1
9358,1,1,1,1,1,1
9359,1,1,1,1,1,1
9360,0,0,0,0,0,0
9361,0,0,0,0,0,0
9362,1,1,1,1,1,1
9363,1,1,1,1,1,1
9364,0,1,1,1,1,1
9365,1,1,1,1,1,1
9366,0,0,0,0,0,0
9367,0,1,0,0,0,0
9368,0,0,0,0,0,0
9369,0,0,0,0,0,0
9370,1,1,1,1,1,1
9371,0,0,0,1,0,0
9372,1,1,1,1,1,1
9373,1,1,1,1,1,1
9374,1,1,1,1,1,1
9375,1,1,1,1,1,1
9376,1,1,1,1,1,1
9377,1,1,1,1,1,1
9378,1,1,1,1,1,1
9379,1,1,1,1,1,1
9380,1,1,1,1,1,1
9381,1,1,1,1,1,1
9382,1,1,1,1,1,1
9383,1,1,1,1,1,1
9384,1,1,1,1,1,1
9385,1,1,1,1,1,1
9386,1,1,1,1,1,1
9387,1,1,1,1,1,1
9388,1,1,1,1,1,1
9389,1,0,1,1,0,1
9390,1,1,1,1,1,1
9391,1,1,1,1,1,1
9392,1,1,1,1,1,1
9393,1,1,1,1,1,1
9394,1,1,1,1,1,1
9395,1,1,1,1,1,1
9396,1,1,1,1,1,1
9397,1,1,1,1,1,1
9398,1,1,1,1,1,1
9399,1,1,1,1,1,1
9400,1,1,1,1,1,1
9401,1,1,1,1,1,1
9402,1,1,1,1,1,1
9403,1,1,1,1,1,1
9404,0,1,1,1,1,1
9405,1,1,1,0,0,0
9406,0,1,1,0,0,0
9407,0,0,1,1,0,0
9408,1,1,1,1,1,0
9409,0,0,0,0,0,0
9410,0,0,0,0,0,0
9411,0,0,0,0,1,0
9412,0,0,1,0,1,0
9413,0,0,0,0,0,0
9414,1,1,1,1,1,1
9415,1,1,1,1,1,1
9416,1,1,1,1,1,1
9417,1,1,1,1,1,1
9418,1,1,1,1,1,1
9419,1,1,1,1,1,1
9420,0,1,1,1,1,1
9421,1,1,1,1,1,1
9422,0,0,0,0,0,0
9423,1,1,1,1,1,1
9424,1,1,1,1,1,1
9425,0,0,0,0,0,0
9426,0,0,0,0,0,0
9427,0,0,0,0,0,0
9428,1,1,1,1,1,1
9429,1,1,1,1,1,1
9430,1,1,1,1,1,1
9431,1,1,1,1,1,1
9432,0,0,0,0,0,0
9433,0,1,1,1,1,1
9434,1,1,1,1,1,1
9435,0,0,0,0,0,0
9436,1,1,1,1,1,1
9437,1,1,1,1,1,1
9438,0,0,0,0,0,0
9439,0,0,0,0,0,0
9440,1,1,1,1,1,1
9441,0,0,0,0,0,0
9442,1,1,1,1,1,1
9443,1,1,1,1,1,1
9444,1,1,1,1,1,1
9445,1,1,1,1,1,1
9446,1,1,1,1,1,1
9447,0,0,0,0,0,0
9448,1,1,1,1,1,1
9449,1,1,1,1,1,1
9450,1,1,1,1,1,1
9451,1,1,1,1,1,1
9452,0,0,0,1,0,1
9453,1,1,1,1,1,1
9454,1,1,1,1,1,1
9455,1,1,1,1,1,1
9456,1,1,1,1,1,1
9457,1,1,1,1,1,1
9458,1,1,1,1,1,1
9459,1,1,1,1,1,1
9460,0,0,1,1,0,1
9461,1,1,1,1,1,1
9462,1,1,1,1,1,1
9463,0,1,0,0,1,1
9464,1,1,1,1,1,1
9465,1,1,1,1,1,1
9466,1,1,1,1,1,1
9467,1,1,1,1,1,1
9468,1,1,1,1,1,1
9469,1,1,1,1,1,1
9470,1,1,1,1,1,1
9471,0,1,1,1,1,1
9472,1,1,1,1,1,1
9473,1,1,1,1,1,1
9474,1,1,1,1,1,1
9475,1,1,1,1,1,1
9476,1,1,1,1,1,1
9477,1,1,1,1,1,1
9478,1,1,1,1,1,1
9479,1,1,1,1,1,1
9480,0,1,0,1,0,0
9481,1,1,1,1,1,1
9482,1,1,1,1,1,1
9483,0,0,0,0,0,0
9484,0,1,1,1,0,1
9485,0,1,1,1,1,1
9486,0,1,1,1,1,1
9487,1,1,1,1,1,1
9488,1,1,1,1,1,1
9489,1,1,1,1,1,1
9490,0,0,0,0,0,0
9491,0,0,0,0,0,0
9492,0,0,0,0,0,0
9493,0,0,1,0,0,0
9494,1,1,1,1,1,1
9495,1,1,1,1,1,1
9496,1,1,1,1,1,1
9497,0,0,0,0,0,0
9498,1,1,0,0,1,1
9499,1,1,1,1,1,1
9500,1,1,1,1,1,1
9501,1,0,0,0,0,0
9502,1,1,1,1,1,1
9503,0,0,0,0,0,0
9504,1,1,1,1,1,1
9505,1,1,1,1,1,1
9506,1,1,1,1,1,1
9507,0,1,0,0,0,0
9508,0,0,0,1,0,0
9509,1,1,1,1,1,1
9510,1,1,1,1,1,1
9511,1,1,1,1,1,1
9512,1,1,1,1,1,1
9513,1,1,1,0,1,1
9514,1,1,1,1,1,1
9515,0,0,0,0,0,0
9516,1,1,1,1,1,1
9517,0,0,0,0,0,0
9518,1,1,1,1,1,1
9519,1,1,1,1,1,1
9520,1,1,1,1,1,1
9521,1,1,1,1,1,1
9522,1,1,1,1,1,1
9523,0,0,0,0,0,0
9524,0,1,1,1,1,1
9525,0,0,0,1,0,0
9526,0,0,0,1,0,0
9527,0,0,0,1,0,0
9528,0,0,0,0,0,0
9529,0,0,0,1,0,0
9530,0,1,0,1,1,1
9531,1,1,1,1,1,1
9532,0,0,0,1,0,0
9533,1,1,1,1,1,1
9534,0,1,1,1,1,1
9535,1,1,1,1,1,1
9536,1,1,1,1,1,1
9537,1,1,1,1,1,1
9538,1,1,1,1,1,1
9539,1,0,1,0,1,0
9540,0,0,0,0,0,0
9541,0,0,0,0,0,0
9542,0,0,0,0,0,0
9543,1,1,1,1,1,1
9544,1,1,0,1,1,1
9545,0,1,1,1,0,0
9546,1,1,1,1,1,1
9547,1,1,1,1,1,1
9548,0,0,0,0,0,0
9549,1,1,1,1,1,1
9550,1,1,1,1,1,1
9551,0,0,0,1,0,0
9552,1,1,1,1,1,1
9553,1,1,1,1,1,1
9554,1,1,1,1,1,1
9555,1,1,1,1,1,1
9556,1,1,1,1,1,1
9557,1,1,1,1,1,1
9558,1,1,1,1,1,1
9559,1,1,1,1,1,1
9560,0,0,0,0,0,0
9561,0,1,1,1,1,1
9562,1,0,0,1,0,0
9563,0,0,0,1,1,1
9564,0,0,0,1,1,1
9565,1,1,1,1,1,1
9566,1,1,1,1,1,1
9567,0,0,1,1,0,0
9568,1,1,1,1,1,0
9569,1,1,1,1,1,1
9570,1,1,1,1,1,1
9571,0,0,0,0,1,0
9572,0,0,0,0,0,0
9573,1,1,1,1,1,1
9574,0,0,0,0,0,0
9575,0,0,0,0,0,0
9576,0,0,0,1,0,0
9577,1,1,1,1,1,1
9578,0,0,0,0,0,0
9579,0,0,0,0,0,0
9580,0,0,0,0,0,0
9581,1,1,1,1,1,1
9582,1,1,1,1,1,1
9583,1,0,0,0,0,0
9584,1,1,1,1,1,1
9585,1,1,1,1,1,1
9586,1,1,0,1,1,0
9587,1,1,1,1,1,1
9588,1,1,1,1,1,1
9589,1,1,1,1,1,1
9590,0,0,0,0,0,0
9591,0,0,0,0,0,0
9592,0,1,1,1,0,1
9593,0,0,0,0,0,0
9594,0,0,0,1,0,0
9595,1,1,1,1,1,1
9596,1,0,0,1,0,0
9597,1,1,1,1,1,1
9598,1,1,0,0,1,1
9599,1,1,1,1,1,1
9600,1,1,1,1,1,1
9601,0,0,0,0,0,0
9602,0,1,1,1,0,0
9603,1,1,1,1,1,1
9604,0,0,0,0,0,0
9605,0,0,1,0,1,1
9606,1,1,1,1,1,1
9607,0,0,0,0,0,0
9608,1,1,1,1,1,1
9609,1,1,1,1,1,1
9610,1,1,1,1,1,1
9611,0,1,0,1,0,0
9612,1,1,1,1,1,1
9613,0,0,0,0,0,0
9614,1,1,0,1,1,1
9615,0,0,0,1,0,0
9616,0,0,0,0,0,0
9617,0,0,0,0,0,0
9618,0,0,1,1,0,0
9619,0,0,0,0,0,0
9620,0,0,0,0,0,0
9621,0,0,0,0,0,0
9622,0,0,0,0,0,0
9623,1,1,1,0,1,1
9624,1,1,1,1,1,1
9625,1,1,1,1,1,1
9626,1,1,1,1,1,1
9627,1,1,1,1,1,1
9628,1,1,1,1,1,1
9629,1,1,1,1,1,1
9630,0,1,1,1,0,0
9631,1,1,1,1,1,1
9632,1,1,1,1,1,1
9633,1,1,1,1,1,1
9634,1,1,1,1,1,1
9635,1,1,1,1,1,1
9636,1,1,1,1,1,1
9637,0,1,0,1,0,0
9638,1,1,1,1,1,1
9639,1,1,0,1,0,0
9640,1,1,1,1,1,1
9641,0,0,0,0,0,0
9642,1,1,0,0,0,0
9643,1,1,1,1,1,0
9644,1,1,1,0,0,0
9645,1,1,1,1,1,1
9646,1,1,1,1,1,1
9647,1,1,1,1,1,1
9648,1,1,1,1,1,1
9649,1,1,1,1,1,1
9650,1,1,1,1,1,1
9651,1,1,1,1,1,1
9652,1,1,1,1,1,1
9653,1,1,1,1,1,1
9654,0,1,1,1,0,1
9655,0,0,0,0,0,0
9656,1,1,1,1,1,1
9657,1,1,1,1,1,1
9658,0,1,1,1,1,1
9659,1,1,1,1,1,1
9660,0,0,0,0,0,0
9661,1,1,1,1,1,1
9662,1,1,1,1,1,1
9663,0,1,1,1,0,0
9664,1,1,1,1,1,1
9665,1,1,1,1,1,1
9666,1,1,1,1,1,1
9667,1,1,1,1,1,1
9668,0,0,0,0,0,0
9669,1,1,1,1,1,1
9670,1,1,1,1,1,1
9671,1,1,1,1,1,1
9672,0,0,0,0,1,0
9673,1,1,1,1,1,1
9674,0,0,0,0,0,0
9675,0,0,0,0,0,0
9676,1,1,1,1,1,1
9677,1,1,0,1,0,0
9678,0,1,1,1,1,1
9679,1,1,1,1,1,1
9680,1,1,1,1,1,1
9681,1,1,1,1,1,1
9682,1,1,1,1,1,1
9683,0,0,0,0,0,0
9684,0,0,0,0,0,0
9685,1,1,1,1,1,1
9686,1,1,1,1,1,1
9687,1,1,1,1,1,1
9688,1,1,1,1,1,1
9689,1,1,1,1,1,1
9690,1,1,1,1,1,1
9691,0,0,0,0,0,0
9692,1,1,1,1,1,1
9693,1,1,1,1,1,1
9694,0,0,0,0,0,0
9695,1,1,1,1,1,1
9696,1,1,1,1,1,1
9697,1,1,1,1,1,1
9698,1,1,1,1,1,1
9699,1,1,1,1,1,1
9700,0,0,0,1,0,1
9701,1,1,1,1,1,1
9702,1,1,1,1,1,1
9703,0,1,1,1,1,1
9704,0,0,0,1,0,0
9705,1,1,1,1,1,1
9706,1,1,1,1,1,1
9707,1,0,1,1,1,1
9708,1,1,1,1,1,1
9709,1,1,1,1,1,1
9710,1,1,1,1,1,1
9711,1,1,1,1,1,1
9712,0,0,0,0,0,0
9713,1,1,1,1,1,1
9714,1,1,1,1,1,1
9715,0,0,0,0,0,0
9716,1,1,1,1,1,0
9717,0,0,0,0,0,1
9718,1,1,1,1,1,1
9719,0,1,0,1,0,0
9720,0,0,0,1,0,0
9721,1,1,1,1,1,1
9722,0,0,0,0,0,0
9723,0,0,0,0,0,0
9724,0,1,0,1,0,0
9725,0,0,0,0,0,0
9726,1,1,1,1,1,1
9727,1,1,1,1,1,1
9728,1,1,1,1,1,1
9729,0,0,0,0,0,0
9730,0,0,0,0,0,0
9731,0,0,0,0,0,0
9732,1,1,1,1,1,1
9733,0,0,0,0,0,0
9734,1,1,1,1,1,1
9735,1,1,1,1,1,1
9736,1,1,1,1,1,1
9737,1,1,1,1,1,1
9738,0,0,0,0,0,0
9739,1,1,1,1,1,1
9740,0,0,0,0,0,0
9741,0,0,0,0,0,0
9742,1,1,1,1,1,1
9743,1,1,1,1,1,1
9744,1,1,1,1,1,1
9745,0,0,1,0,1,1
9746,1,1,1,1,1,1
9747,1,1,1,1,1,1
9748,1,1,1,1,1,1
9749,0,0,0,0,0,0
9750,1,1,1,1,1,1
9751,1,1,1,1,1,1
9752,1,1,1,1,1,1
9753,1,1,1,1,1,1
9754,0,0,0,0,0,0
9755,0,1,1,1,1,1
9756,1,1,1,1,1,1
9757,1,1,1,1,1,1
9758,0,0,0,0,0,0
9759,0,0,0,0,0,0
9760,0,0,0,0,0,0
9761,1,1,1,1,1,1
9762,1,1,1,1,1,1
9763,1,1,1,1,1,1
9764,1,1,1,1,1,1
9765,1,1,1,1,1,1
9766,1,1,1,1,1,1
9767,0,0,0,0,0,0
9768,0,0,0,0,0,0
9769,0,0,0,0,0,0
9770,0,1,0,0,0,0
9771,1,1,0,0,0,0
9772,1,1,1,1,1,1
9773,0,0,0,0,0,0
9774,0,0,0,0,0,0
9775,1,1,1,1,1,1
9776,1,1,1,1,1,1
9777,0,0,0,0,0,0
9778,1,1,1,1,1,1
9779,1,1,1,1,1,1
9780,0,0,0,0,0,0
9781,1,1,1,1,1,1
9782,1,1,1,1,1,1
9783,1,1,1,1,1,1
9784,1,1,1,1,1,1
9785,0,1,1,1,1,1
9786,1,1,1,1,1,1
9787,1,1,1,1,1,1
9788,1,1,0,1,1,1
9789,0,0,0,0,0,0
9790,0,0,0,0,0,0
9791,0,0,0,0,0,0
9792,1,1,1,1,1,1
9793,1,1,1,1,1,1
9794,0,0,0,0,0,0
9795,1,1,1,1,1,1
9796,0,1,1,1,1,1
9797,1,1,1,1,1,1
9798,1,1,1,1,1,1
9799,0,0,0,0,0,0
9800,0,0,0,0,0,0
9801,1,1,1,1,1,1
9802,0,0,0,0,0,0
9803,0,0,0,1,0,0
9804,1,1,1,1,1,1
9805,1,1,1,1,1,1
9806,1,1,1,1,1,1
9807,0,0,0,0,0,0
9808,0,0,0,0,0,0
9809,1,1,1,0,1,0
9810,0,0,1,1,1,1
9811,1,1,1,1,1,1
9812,0,0,0,1,1,0
9813,0,0,0,0,0,0
9814,0,0,0,0,0,0
9815,0,1,1,1,1,1
9816,1,1,1,1,1,1
9817,0,0,0,0,1,1
9818,0,0,0,0,0,0
9819,0,0,0,1,0,0
9820,1,1,1,1,1,1
9821,0,0,0,0,1,1
9822,0,0,0,0,0,0
9823,1,1,1,1,1,1
9824,1,1,1,1,1,1
9825,0,0,0,0,0,0
9826,1,1,1,1,1,1
9827,0,0,1,1,1,0
9828,0,0,1,1,1,1
9829,0,0,0,0,0,0
9830,1,1,1,1,1,1
9831,0,0,1,1,1,1
9832,1,1,1,1,1,1
9833,1,1,1,1,1,1
9834,0,1,1,1,0,0
9835,0,0,0,0,0,0
9836,0,0,0,0,0,0
9837,1,1,1,1,1,1
9838,1,1,1,1,1,1
9839,1,1,1,1,1,1
9840,1,1,1,1,1,1
9841,0,0,0,0,0,0
9842,1,1,1,1,1,1
9843,1,1,1,1,1,1
9844,0,0,1,0,0,0
9845,0,0,0,0,0,1
9846,0,0,0,0,0,0
9847,0,0,0,0,0,0
9848,0,0,0,0,0,0
9849,1,1,1,1,1,1
9850,1,1,1,1,1,1
9851,0,1,1,1,1,1
9852,1,1,1,1,1,1
9853,1,1,1,1,1,1
9854,1,1,1,1,0,0
9855,0,0,0,0,0,0
9856,0,0,0,0,0,1
9857,1,1,1,1,1,1
9858,0,1,0,1,1,1
9859,0,0,0,0,0,0
9860,1,1,1,1,1,1
9861,0,0,1,0,0,0
9862,1,1,1,1,1,1
9863,1,1,1,1,1,1
9864,0,0,0,0,0,0
9865,0,0,0,0,0,0
9866,1,1,1,1,1,1
9867,0,0,0,0,0,0
9868,0,0,0,0,0,0
9869,1,1,1,1,1,1
9870,1,1,1,1,1,1
9871,0,0,0,1,0,0
9872,0,0,0,0,0,0
9873,1,1,1,1,1,1
9874,0,0,0,0,0,0
9875,0,1,1,1,0,1
9876,0,0,0,0,0,0
9877,1,1,1,1,0,0
9878,0,0,0,0,0,0
9879,0,0,0,0,0,0
9880,0,0,0,0,0,0
9881,0,0,0,0,0,0
9882,0,0,0,0,0,0
9883,1,1,1,1,1,1
9884,0,1,1,1,1,1
9885,0,1,1,1,1,1
9886,0,0,0,1,0,0
9887,1,1,1,1,1,1
9888,1,1,1,1,1,1
9889,1,1,1,1,1,1
9890,1,1,1,1,1,1
9891,0,0,0,0,0,0
9892,0,0,0,0,0,0
9893,0,1,0,1,1,1
9894,1,1,1,1,1,1
9895,1,1,1,1,1,1
9896,1,1,1,1,1,1
9897,1,1,1,1,1,1
9898,0,0,0,0,1,1
9899,0,1,1,1,1,1
9900,1,1,1,1,1,1
9901,1,1,1,1,1,1
9902,1,1,1,1,1,1
9903,0,0,0,0,0,0
9904,0,0,0,0,0,0
9905,0,0,0,0,0,0
9906,0,0,0,0,0,0
9907,0,0,0,0,0,0
9908,1,1,1,1,1,1
9909,1,1,1,1,1,1
9910,1,1,1,1,1,1
9911,0,0,0,0,0,0
9912,0,0,0,0,0,0
9913,0,0,0,0,0,0
9914,1,1,1,1,1,1
9915,0,0,0,0,0,0
9916,0,0,0,0,0,0
9917,0,0,0,0,0,0
9918,0,0,0,0,0,0
9919,0,0,0,0,0,0
9920,0,0,0,0,0,0
9921,0,0,0,0,0,0
9922,0,0,0,0,0,0
9923,0,0,0,0,0,0
9924,0,0,0,0,0,0
9925,1,1,1,1,1,1
9926,0,0,0,0,0,0
9927,0,0,0,0,0,0
9928,0,0,1,0,0,0
9929,0,0,0,0,0,0
9930,1,1,1,0,1,1
9931,0,0,0,0,0,0
9932,0,0,0,0,0,0
9933,0,0,0,0,0,0
9934,0,0,0,0,0,0
9935,0,1,1,0,1,1
9936,0,0,0,0,0,0
9937,1,1,1,1,1,1
9938,0,0,0,0,0,0
9939,0,0,0,0,0,0
9940,0,0,0,0,0,0
9941,0,0,0,0,0,0
9942,0,0,0,0,0,0
9943,0,0,0,0,0,0
9944,0,0,0,0,0,0
9945,0,0,1,0,0,0
9946,0,1,0,0,1,1
9947,0,0,0,0,0,0
9948,0,0,0,0,0,1
9949,0,0,0,0,0,0
9950,0,0,0,0,0,0
9951,0,0,0,0,0,0
9952,0,0,0,0,0,0
9953,0,0,0,1,0,0
9954,0,0,0,0,0,0
9955,0,0,0,0,0,0
9956,0,0,0,0,0,0
9957,0,0,0,0,0,0
9958,0,0,0,0,0,0
9959,0,0,0,0,0,0
9960,0,0,0,0,0,0
9961,0,0,0,0,0,0
9962,1,1,1,1,1,1
9963,1,1,1,1,0,0
9964,0,1,0,0,1,1
9965,0,0,0,0,0,0
9966,0,0,0,0,0,0
9967,0,0,0,0,0,0
9968,0,0,0,0,0,0
9969,0,0,0,0,0,0
9970,0,0,0,0,0,0
9971,0,0,0,0,0,0
9972,0,0,0,0,0,0
9973,0,0,0,0,0,0
9974,0,0,0,0,0,0
9975,0,0,0,0,0,0
9976,1,1,1,1,1,1
9977,0,0,0,0,0,0
9978,0,1,1,1,1,1
9979,0,1,1,0,0,1
9980,0,0,0,0,0,0
9981,0,0,0,0,0,0
9982,0,0,0,0,0,0
9983,0,0,0,0,0,0
9984,0,0,0,0,0,0
9985,0,0,0,0,0,0
9986,0,0,0,0,0,0
9987,0,0,0,1,0,0
9988,0,0,0,0,0,0
9989,0,1,0,0,0,0
9990,1,0,1,1,1,1
9991,0,0,0,0,0,0
9992,0,0,0,0,0,0
9993,0,0,0,0,0,0
9994,0,0,0,0,0,0
9995,0,0,0,0,0,0
9996,0,0,0,0,0,0
9997,1,1,1,1,1,1
9998,0,0,0,0,0,0
9999,0,0,0,0,0,0
10000,0,0,0,0,0,0
10001,0,1,0,0,1,0
10002,1,1,1,1,1,1
10003,0,0,0,1,0,0
10004,0,0,0,1,0,0
10005,0,0,0,1,0,0
10006,0,0,1,1,0,1
10007,1,1,1,1,1,1
10008,0,1,1,0,1,1
10009,1,1,1,1,1,1
10010,0,0,0,0,1,1
10011,0,1,0,0,1,1
10012,1,1,0,0,1,1
10013,0,0,0,0,0,0
10014,0,0,0,0,0,0
10015,0,0,0,0,0,0
10016,0,0,0,0,0,0
10017,0,0,0,0,0,0
10018,0,0,0,0,0,1
10019,0,0,0,0,0,0
10020,0,0,0,0,0,0
10021,0,0,0,0,0,0
10022,0,0,0,0,0,0
10023,0,0,0,0,0,0
10024,0,0,0,0,0,0
10025,0,0,0,1,1,1
10026,0,0,0,1,1,1
10027,0,0,1,1,1,1
10028,0,0,0,0,0,0
10029,0,0,0,0,0,0
10030,0,0,0,0,0,0
10031,1,1,1,1,1,1
10032,1,1,1,1,1,1
10033,1,1,1,1,1,1
10034,0,0,0,0,0,0
10035,0,0,0,0,0,0
10036,1,1,1,1,1,1
10037,0,0,1,1,1,1
10038,0,1,0,1,1,0
10039,0,0,0,0,0,0
10040,1,1,1,1,1,1
10041,0,0,0,0,0,0
10042,0,0,0,0,0,0
10043,0,0,0,0,0,0
10044,0,0,0,0,0,0
10045,0,0,0,0,0,1
10046,0,0,0,0,0,0
10047,0,0,0,0,0,0
10048,1,1,1,1,1,1
10049,0,0,0,0,0,0
10050,0,0,0,0,0,0
10051,0,0,0,0,0,0
10052,0,0,0,0,0,0
10053,0,1,0,1,1,1
10054,1,1,1,1,1,1
10055,0,0,0,0,0,0
10056,0,0,0,0,0,0
10057,0,0,0,0,0,0
10058,0,0,0,0,0,0
10059,0,0,0,0,0,0
10060,0,0,0,0,1,1
10061,0,0,0,0,1,1
10062,0,0,0,0,0,0
10063,0,0,0,0,0,0
10064,0,0,0,0,0,0
10065,0,0,0,0,0,0
10066,0,0,0,0,0,0
10067,0,0,0,0,0,0
10068,0,0,0,0,0,0
10069,0,1,1,1,0,0
10070,0,0,0,0,0,0
10071,0,0,0,0,0,0
10072,0,0,0,0,0,0
10073,0,0,0,0,0,0
10074,0,0,0,0,0,0
10075,0,0,0,0,0,0
10076,0,0,0,0,0,0
10077,0,0,0,1,0,0
10078,0,0,1,0,0,0
10079,0,0,0,0,0,0
10080,0,0,0,0,0,0
10081,0,0,0,0,0,0
10082,0,0,0,0,0,0
10083,0,0,0,0,0,0
10084,0,0,0,0,0,0
10085,0,0,0,0,0,0
10086,1,1,1,1,1,1
10087,1,1,1,1,1,1
10088,1,1,1,1,1,1
10089,0,0,0,1,1,1
10090,0,0,0,0,0,0
10091,0,0,0,0,0,0
10092,0,0,0,0,0,0
10093,0,0,0,0,0,0
10094,0,0,0,0,0,0
10095,0,0,0,0,0,0
10096,1,1,1,1,1,1
10097,0,0,0,0,0,0
10098,0,0,0,0,0,0
10099,1,0,0,0,0,0
10100,1,1,1,1,1,1
10101,0,0,0,0,0,0
10102,0,0,0,0,0,0
10103,0,0,0,0,0,0
10104,0,0,1,1,1,0
10105,1,1,1,1,1,1
10106,0,0,0,0,0,0
10107,0,0,0,0,0,0
10108,0,0,0,0,0,0
10109,0,0,0,0,0,1
10110,0,0,1,1,0,0
10111,1,1,1,1,1,1
10112,1,1,0,1,1,1
10113,0,0,0,0,0,0
10114,1,1,0,0,0,0
10115,1,0,0,1,0,0
10116,1,0,0,0,0,1
10117,0,0,0,0,0,0
10118,1,1,1,1,1,1
10119,0,0,0,0,0,0
10120,0,0,0,0,0,0
10121,0,0,0,0,1,0
10122,0,0,0,0,1,0
10123,0,0,0,0,0,0
10124,0,0,0,0,0,0
10125,1,1,1,1,1,1
10126,0,0,1,1,1,1
10127,0,0,0,0,0,0
10128,1,1,1,1,1,1
10129,0,0,0,0,0,0
10130,1,1,1,1,1,1
10131,0,0,0,0,0,1
10132,0,0,0,0,0,0
10133,0,0,0,0,0,0
10134,0,0,0,0,0,0
10135,1,1,1,1,1,1
10136,0,0,0,0,0,0
10137,0,0,0,0,0,1
10138,0,0,0,0,0,0
10139,0,0,0,0,0,0
10140,0,0,0,0,0,0
10141,0,0,0,0,0,0
10142,0,0,0,0,0,0
10143,0,1,1,1,1,1
10144,0,0,0,0,0,0
10145,1,1,1,1,1,1
10146,0,0,0,0,0,0
10147,0,0,0,0,0,0
10148,0,0,0,0,0,0
10149,0,0,0,0,0,0
10150,0,0,0,0,0,0
10151,0,0,0,0,0,0
10152,0,0,0,0,0,0
10153,0,0,0,0,0,0
10154,0,0,0,0,0,0
10155,0,0,0,0,0,0
10156,0,0,0,0,0,0
10157,0,0,0,0,0,0
10158,0,0,0,0,0,0
10159,0,0,0,0,0,0
10160,0,0,0,0,0,0
10161,0,0,0,0,0,0
10162,0,0,0,0,0,0
10163,0,0,0,0,0,0
10164,0,0,0,0,0,1
10165,0,0,0,0,0,1
10166,1,1,0,0,0,1
10167,1,1,1,1,1,1
10168,0,0,0,0,0,1
10169,0,0,0,1,0,0
10170,0,0,0,0,1,0
10171,0,0,0,0,0,0
10172,0,0,0,0,0,0
10173,0,0,0,0,0,0
10174,1,1,1,1,1,1
10175,0,0,0,0,0,1
10176,1,1,1,1,1,1
10177,0,0,0,0,0,0
10178,0,0,0,0,0,0
10179,0,0,0,0,0,0
10180,1,1,1,1,1,1
10181,0,0,0,0,0,0
10182,0,0,0,0,0,0
10183,1,1,1,1,1,1
10184,0,0,0,0,0,0
10185,0,0,0,1,0,1
10186,0,0,1,0,0,0
10187,0,0,0,0,0,0
10188,0,0,0,0,0,0
10189,0,0,0,0,0,0
10190,0,0,0,0,0,0
10191,0,0,0,0,0,0
10192,0,0,0,0,0,0
10193,1,1,1,1,1,1
10194,0,0,0,1,1,1
10195,0,1,0,0,0,0
10196,1,1,1,1,1,1
10197,0,1,1,1,1,0
10198,0,1,0,1,0,0
10199,0,0,0,1,0,0
10200,0,0,0,0,0,0
10201,0,0,1,0,0,0
10202,1,0,0,1,1,1
10203,0,0,0,1,0,0
10204,1,1,1,1,1,1
10205,0,0,0,0,0,0
10206,0,0,0,0,0,0
10207,0,0,0,0,0,0
10208,0,0,0,0,0,0
10209,0,0,0,0,0,0
10210,0,0,0,0,0,0
10211,0,0,0,0,0,0
10212,0,0,0,0,0,0
10213,0,0,0,0,0,0
10214,1,1,1,1,1,1
10215,0,1,1,0,1,1
10216,1,1,1,1,1,1
10217,0,0,0,0,0,0
10218,0,0,0,0,0,0
10219,0,0,0,0,0,0
10220,0,0,0,0,0,0
10221,0,0,0,0,0,0
10222,0,0,0,0,0,0
10223,1,1,1,1,1,1
10224,0,0,0,0,0,0
10225,0,0,0,1,0,0
10226,0,0,0,0,0,0
10227,0,0,0,0,0,0
10228,0,0,0,1,0,0
10229,0,0,0,0,0,0
10230,0,0,0,0,0,0
10231,0,0,0,0,0,0
10232,0,0,0,0,0,0
10233,0,0,0,0,0,0
10234,0,0,0,0,0,0
10235,0,0,0,0,0,0
10236,0,0,0,0,0,0
10237,0,0,0,0,0,0
10238,0,0,0,0,0,0
10239,0,0,0,0,0,0
10240,0,0,0,0,0,0
10241,1,1,1,1,1,1
10242,0,0,0,0,0,0
10243,0,1,1,0,0,0
10244,0,0,0,0,0,0
10245,0,0,0,0,0,0
10246,1,1,1,1,1,1
10247,1,1,1,1,1,1
10248,0,0,0,0,0,0
10249,0,0,0,0,0,0
10250,0,0,0,0,0,0
10251,1,1,1,1,1,1
10252,1,1,1,1,1,1
10253,0,0,0,1,0,1
10254,1,0,0,0,0,0
10255,0,0,0,0,0,0
10256,0,0,0,0,0,0
10257,0,0,1,0,0,0
10258,0,0,0,0,0,0
10259,0,0,0,1,0,0
10260,0,0,0,0,0,0
10261,0,0,0,0,0,0
10262,0,0,0,1,0,0
10263,1,1,1,1,1,1
10264,0,0,0,0,0,0
10265,0,0,0,0,0,0
10266,1,1,1,1,1,1
10267,0,0,0,0,0,0
